Age,Gender,Weight,Height,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration,Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake,Workout_Frequency,Experience_Level,BMI,rep_count,avg_depth_score,avg_form_score,tempo_consistency,stability_score,left_right_asymmetry,fatigue_slope,range_of_motion,knee_valgus_risk,back_angle_risk,movement_quality_score,readiness_score,injury_risk_score,strength_potential_score,endurance_potential_score
21.0,Male,51.9,1.57,170.0,167.0,73.0,1.25,1082.0,Strength,27.5,1.6,3.0,Intermediate,18.89,13,0.8379,0.6374,0.598,0.5987,0.1333,0.4075,0.7041,0.2199,0.3886,0.6176,0.5351,0.2753,0.6159,0.4628
33.0,Male,92.8,1.59,161.0,150.0,52.0,1.19,1640.0,Cardio,23.8,2.6,3.0,Advanced,15.84,22,0.7798,0.8491,0.7564,0.9648,0.0619,0.1869,0.8096,0.034,0.1614,0.7876,0.7756,0.1024,0.7956,0.5474
58.0,Female,40.0,1.7,193.0,120.0,52.0,0.99,1178.0,Yoga,21.2,2.5,5.0,Beginner,12.32,16,0.5028,0.4441,0.6873,0.4184,0.3035,0.4155,0.4579,0.3438,0.4236,0.4399,0.451,0.3812,0.4607,0.4631
36.0,Female,44.9,1.79,166.0,120.0,74.0,1.66,811.0,Hiit,16.2,3.3,3.0,Beginner,29.4,14,0.3238,0.6854,0.7055,0.4781,0.4266,0.7341,0.4541,0.4751,0.5462,0.4619,0.4106,0.5094,0.4391,0.441
33.0,Male,78.6,1.7,161.0,168.0,65.0,2.0,855.0,Cardio,10.0,3.2,2.0,Beginner,16.53,21,0.4791,0.5298,0.397,0.6165,0.2978,0.7118,0.4848,0.3355,0.5671,0.4313,0.3951,0.4495,0.4202,0.4704
42.0,Female,54.0,1.69,179.0,169.0,53.0,1.19,458.0,,25.7,3.3,3.0,Advanced,14.91,31,0.7546,0.7297,0.7342,0.8446,0.1067,0.2761,0.737,0.0868,0.2443,0.7076,0.7161,0.1716,0.7148,0.527
29.0,Male,53.8,1.66,163.0,133.0,64.0,2.0,1187.0,Strength,34.5,1.5,4.0,Beginner,23.95,17,0.7147,0.6442,0.6062,0.6378,0.2297,0.6851,0.6798,0.3122,0.5517,0.5808,0.4733,0.4064,0.5823,0.555
44.0,Male,63.3,1.88,189.0,150.0,74.0,1.02,1184.0,Strength,16.5,3.5,4.0,Beginner,13.03,13,0.6179,0.5208,0.4077,0.5237,0.4738,0.5826,0.5615,0.3966,0.4006,0.4469,0.3999,0.462,0.4518,0.3768
42.0,Female,98.1,1.73,165.0,120.0,69.0,1.52,477.0,Yoga,21.7,1.9,2.0,Intermediate,15.29,24,0.6113,0.7022,0.8283,0.6516,0.1966,0.3324,0.5876,0.2477,0.3274,0.6274,0.5799,0.2688,0.6174,0.479
56.0,,40.0,1.85,194.0,158.0,67.0,1.43,1633.0,Yoga,30.6,1.9,4.0,Beginner,21.57,12,0.501,0.4676,0.4535,0.3947,0.2143,0.6176,0.4047,0.3028,0.5442,0.3886,0.3595,0.4028,0.4056,0.4436
32.0,Male,87.2,1.5,193.0,152.0,58.0,1.28,1538.0,Cardio,23.2,2.1,3.0,Advanced,16.29,30,0.9887,0.8971,0.8869,0.8685,0.1945,0.2015,0.891,0.1074,0.1962,0.8501,0.795,0.1609,0.8566,0.5508
31.0,Male,64.8,1.71,174.0,164.0,57.0,1.64,857.0,Hiit,26.2,2.7,4.0,Beginner,23.64,15,0.4534,0.6337,0.568,0.7471,0.2729,0.4704,0.5718,0.2329,0.438,0.5336,0.5293,0.3345,0.5511,0.5658
48.0,Male,51.6,1.8,181.0,161.0,68.0,0.82,1487.0,Cardio,22.5,1.9,4.0,Intermediate,13.29,15,0.6451,0.7855,0.5789,0.6876,0.129,0.3938,0.6741,0.21,0.2179,0.6304,0.5548,0.2281,0.6316,0.4194
21.0,Male,69.4,1.85,177.0,153.0,74.0,1.55,879.0,Strength,10.0,2.4,3.0,Intermediate,17.58,25,0.9098,0.5858,0.6599,0.6739,0.2987,0.4265,0.6812,0.262,0.4071,0.6285,0.5594,0.3411,0.6423,0.5064
38.0,Female,77.4,1.54,169.0,149.0,50.0,2.0,867.0,Strength,29.0,3.6,5.0,Intermediate,13.58,25,0.5956,0.6109,0.8025,0.7868,0.2261,0.4709,0.5716,0.1841,0.4783,0.6077,0.621,0.3166,0.6627,0.6962
42.0,Female,82.3,1.94,198.0,132.0,57.0,1.46,1050.0,Yoga,10.0,3.2,3.0,Intermediate,20.23,15,0.791,0.861,0.6231,0.7817,0.1083,0.345,0.7974,0.1139,0.2799,0.7241,0.7026,0.1861,0.7276,0.5113
40.0,Female,95.5,1.84,196.0,144.0,68.0,1.94,1568.0,Yoga,26.7,3.7,3.0,Beginner,17.55,15,0.6637,0.5947,0.4266,0.6616,0.3369,0.6674,0.6155,0.2909,0.5646,0.5154,0.4655,0.4302,0.519,0.4866
19.0,Male,60.7,1.7,183.0,128.0,74.0,1.22,817.0,Strength,20.9,2.8,4.0,Beginner,35.87,18,0.5317,0.6647,0.4821,0.2986,0.299,0.5269,0.3892,0.5106,0.4669,0.4354,0.3766,0.4369,0.4638,0.4026
34.0,Male,40.0,1.88,188.0,131.0,54.0,1.29,840.0,Cardio,11.9,1.9,3.0,Advanced,18.81,19,0.7843,0.8355,0.9232,0.7686,0.0549,0.2686,0.7807,0.1191,0.1929,0.7723,0.7446,0.1486,0.7678,0.5301
37.0,Female,63.1,1.84,185.0,158.0,56.0,1.3,1248.0,Hiit,31.9,3.5,3.0,Beginner,26.39,12,0.5634,0.6074,0.5528,0.7144,0.3641,0.3072,0.592,0.2866,0.2963,0.5447,0.5731,0.3221,0.5528,0.4951
51.0,Female,55.7,1.5,188.0,143.0,58.0,1.19,1302.0,Hiit,27.7,2.0,3.0,Beginner,28.28,15,0.6996,0.4755,0.7104,0.5838,0.4537,0.6513,0.5166,0.4069,0.4563,0.5082,0.4514,0.4866,0.4713,0.392
52.0,Male,53.1,1.55,184.0,167.0,50.0,1.95,1205.0,Strength,14.6,3.5,5.0,Beginner,12.32,16,0.4433,0.5598,0.7169,0.4189,0.2868,0.4903,0.4196,0.3166,0.5604,0.4585,0.4877,0.3928,0.5156,0.6626
52.0,Female,65.8,1.82,168.0,167.0,71.0,1.15,751.0,Strength,17.1,1.5,3.0,Beginner,32.86,14,0.4853,0.6446,0.4145,0.6072,0.4381,0.613,0.5031,0.4672,0.3643,0.4649,0.3693,0.4625,0.4531,0.3625
35.0,Female,40.4,1.71,176.0,130.0,70.0,1.97,1110.0,Hiit,17.0,3.6,4.0,Advanced,29.32,25,0.8299,0.9081,0.7732,0.7901,0.1461,0.4144,0.746,0.2453,0.3384,0.7617,0.7077,0.2529,0.8124,0.6364
45.0,Male,40.0,1.75,194.0,120.0,50.0,1.67,1296.0,Yoga,28.8,1.9,3.0,Advanced,26.88,28,0.7395,0.7784,0.8811,0.7449,0.0947,0.3128,0.711,0.1987,0.3294,0.7225,0.7076,0.2174,0.74,0.5658
31.0,Male,40.0,2.0,176.0,162.0,69.0,1.45,949.0,Cardio,26.9,3.2,3.0,Intermediate,30.36,17,0.7106,0.8537,0.7273,0.5882,0.2235,0.4309,0.619,0.3329,0.3459,0.6573,0.6088,0.3084,0.6655,0.5139
27.0,Male,40.0,1.68,166.0,128.0,59.0,1.6,1112.0,Yoga,10.0,2.6,4.0,Intermediate,19.67,22,0.7884,0.6441,0.8007,0.7657,0.133,0.3566,0.7226,0.1285,0.3709,0.6809,0.6544,0.2343,0.6989,0.5947
18.0,Male,73.0,1.89,172.0,153.0,56.0,1.19,596.0,Cardio,15.6,3.4,5.0,Beginner,17.22,19,0.615,0.6754,0.3825,0.5733,0.2042,0.5815,0.5732,0.3179,0.3503,0.5116,0.4925,0.3477,0.535,0.4805
35.0,Female,127.6,1.65,174.0,156.0,56.0,1.9,1084.0,Hiit,20.4,3.4,5.0,Beginner,15.36,23,0.6464,0.53,0.6613,0.6616,0.2022,0.5549,0.5718,0.2452,0.5401,0.5445,0.5205,0.3631,0.5771,0.6379
18.0,,40.0,1.68,178.0,147.0,71.0,2.0,831.0,Hiit,17.3,3.5,4.0,Beginner,24.89,14,0.6958,0.4737,0.5051,0.3839,0.3184,0.4854,0.4985,0.4071,0.6239,0.4483,0.4409,0.445,0.5043,0.586
19.0,Female,43.6,1.7,168.0,126.0,55.0,1.42,685.0,Hiit,23.9,1.5,4.0,Advanced,19.35,24,0.9617,0.8311,0.8309,0.7619,0.1074,0.1953,0.8393,0.1612,0.1981,0.7962,0.7553,0.1609,0.8353,0.5993
24.0,Male,54.0,1.71,191.0,169.0,71.0,1.23,730.0,Cardio,29.0,2.7,2.0,Intermediate,15.39,13,0.6282,0.6236,0.6866,0.8355,0.2327,0.5153,0.6182,0.22,0.329,0.6087,0.5479,0.3142,0.5685,0.4035
21.0,Female,87.8,1.88,195.0,133.0,74.0,1.95,621.0,Hiit,19.9,3.4,3.0,Advanced,20.22,35,0.8752,0.8405,0.8447,0.9058,0.113,0.296,0.841,0.1242,0.3374,0.8048,0.7573,0.1913,0.83,0.6241
38.0,Male,82.7,2.0,178.0,138.0,72.0,1.46,1219.0,Yoga,25.8,3.6,4.0,Beginner,24.74,20,0.6722,0.4764,0.522,0.3981,0.452,0.413,0.5247,0.4553,0.5037,0.4487,0.4567,0.4601,0.4904,0.5065
33.0,Male,84.0,1.7,194.0,156.0,73.0,0.5,580.0,Cardio,20.5,2.5,3.0,Advanced,13.38,21,0.8176,0.7597,0.8766,0.9318,0.0937,0.1949,0.8064,0.1089,0.16,0.7832,0.717,0.1431,0.7505,0.405
18.0,Female,58.4,1.87,167.0,168.0,74.0,1.42,1306.0,Cardio,26.9,3.2,2.0,Beginner,17.66,16,0.4913,0.5623,0.5763,0.4792,0.3513,0.6341,0.5088,0.3515,0.4816,0.454,0.4129,0.4361,0.4154,0.4066
48.0,Male,63.8,1.79,185.0,135.0,71.0,1.69,1242.0,Hiit,29.7,1.5,4.0,Beginner,25.54,13,0.4492,0.5332,0.6555,0.419,0.2681,0.7096,0.4164,0.3897,0.6162,0.431,0.3576,0.465,0.4335,0.4725
45.0,Male,94.6,1.69,178.0,147.0,56.0,1.95,1105.0,Yoga,29.9,1.8,2.0,Intermediate,15.15,25,0.6338,0.6103,0.8676,0.7609,0.2167,0.3424,0.5923,0.1994,0.4698,0.6317,0.6071,0.2919,0.6338,0.5771
21.0,Female,40.0,1.58,165.0,134.0,69.0,1.05,624.0,Strength,29.2,1.7,3.0,Beginner,12.47,11,0.6759,0.5091,0.5312,0.5523,0.2373,0.4117,0.5539,0.2987,0.3942,0.5044,0.4306,0.3395,0.4917,0.3845
59.0,Female,71.1,1.73,184.0,125.0,66.0,1.07,691.0,Cardio,25.2,2.6,2.0,Advanced,34.41,16,0.8671,0.9839,0.938,0.7943,0.2166,0.289,0.7447,0.3278,0.0997,0.8227,0.7479,0.2269,0.8,0.4372
19.0,,116.6,1.72,187.0,126.0,70.0,1.1,779.0,Strength,23.8,2.6,3.0,Intermediate,16.61,22,0.8224,0.701,0.7312,0.6009,0.103,0.3294,0.6624,0.2021,0.2924,0.6574,0.6067,0.226,0.651,0.4406
36.0,Female,55.0,1.77,161.0,142.0,74.0,1.04,1564.0,,19.8,3.2,2.0,Intermediate,21.97,17,0.8908,0.8266,0.6864,0.7023,0.2392,0.2983,0.7835,0.2177,0.1704,0.7243,0.6823,0.2277,0.6999,0.4357
22.0,Female,48.6,1.72,177.0,156.0,70.0,1.39,708.0,Yoga,25.4,3.4,3.0,Beginner,20.42,11,0.7408,0.5605,0.664,0.4057,0.41,0.4895,0.6203,0.4056,0.5073,0.523,0.5009,0.4421,0.5132,0.4792
42.0,Male,57.3,1.73,194.0,153.0,65.0,1.97,1132.0,Strength,22.2,3.2,4.0,Beginner,19.54,15,0.6119,0.6616,0.4207,0.4936,0.4766,0.584,0.5331,0.4359,0.51,0.4784,0.4617,0.4771,0.5318,0.5515
36.0,Female,55.9,1.76,181.0,169.0,74.0,1.91,474.0,Strength,18.2,1.5,5.0,Beginner,12.32,13,0.5973,0.5903,0.6482,0.4129,0.2548,0.5944,0.5128,0.355,0.5635,0.4923,0.3856,0.4146,0.5347,0.5915
41.0,Male,73.2,2.0,179.0,161.0,58.0,1.06,758.0,Hiit,17.6,1.8,2.0,Beginner,18.61,15,0.4288,0.6819,0.4673,0.6242,0.3758,0.3094,0.5339,0.2751,0.3099,0.4992,0.5018,0.3167,0.4891,0.3905
24.0,Female,91.8,1.82,171.0,140.0,52.0,2.0,1065.0,Strength,16.1,2.7,4.0,Intermediate,24.37,20,0.5989,0.8614,0.7908,0.7627,0.2188,0.493,0.6815,0.225,0.4038,0.6846,0.6662,0.2952,0.7132,0.6465
42.0,Female,47.7,1.72,183.0,150.0,57.0,1.95,782.0,Yoga,31.4,3.1,3.0,Beginner,14.27,16,0.4449,0.5982,0.5671,0.6426,0.2608,0.3602,0.4915,0.2717,0.4309,0.4995,0.5134,0.3236,0.5328,0.5761
55.0,Female,51.9,1.64,171.0,150.0,68.0,1.05,1619.0,Strength,22.8,2.2,5.0,Advanced,25.06,30,0.7947,0.931,0.7419,0.9025,0.1372,0.2984,0.8321,0.0893,0.1356,0.7923,0.7292,0.148,0.8264,0.5574
36.0,Male,60.1,1.78,186.0,169.0,51.0,1.46,1108.0,Cardio,35.0,2.0,3.0,Beginner,16.06,17,0.4032,0.4381,0.4569,0.6726,0.3286,0.6961,0.471,0.3204,0.5484,0.4086,0.3844,0.4559,0.3877,0.4162
18.0,Female,40.0,1.56,196.0,149.0,56.0,0.79,1027.0,Strength,27.6,1.9,2.0,Beginner,12.98,16,0.6037,0.6514,0.5815,0.6809,0.3045,0.5889,0.6185,0.2628,0.3459,0.5569,0.4818,0.3595,0.4826,0.2844
23.0,Female,64.7,2.0,184.0,169.0,55.0,1.46,860.0,Strength,32.4,2.5,5.0,Intermediate,20.45,27,0.8912,0.7098,0.6422,0.6853,0.2534,0.2883,0.7278,0.2757,0.3141,0.6736,0.6655,0.2799,0.7369,0.6283
24.0,Male,73.0,1.61,188.0,131.0,60.0,0.56,864.0,Yoga,27.4,3.6,2.0,Intermediate,12.36,24,0.6188,0.8305,0.7825,0.8121,0.0821,0.1323,0.6703,0.0718,0.1519,0.7122,0.7185,0.1083,0.6728,0.3781
48.0,Female,79.1,1.63,168.0,135.0,53.0,1.15,1302.0,Yoga,35.0,3.3,4.0,Beginner,27.86,17,0.3859,0.4246,0.5941,0.5771,0.2477,0.5216,0.4038,0.3168,0.4961,0.4144,0.4478,0.3932,0.4131,0.4529
47.0,Female,82.2,1.72,174.0,126.0,70.0,1.15,1211.0,Yoga,25.0,3.7,2.0,Advanced,12.4,25,0.8746,0.7811,0.7896,0.858,0.0408,0.1207,0.8374,0.0409,0.1458,0.7822,0.7523,0.0904,0.7731,0.4804
54.0,Male,40.0,1.79,162.0,162.0,54.0,2.0,444.0,Yoga,16.9,2.3,5.0,Advanced,22.6,29,0.8874,0.9532,0.8908,0.7926,0.1468,0.2536,0.8364,0.1746,0.2587,0.8263,0.8041,0.1833,0.9023,0.778
33.0,Female,60.7,1.57,179.0,135.0,69.0,1.24,964.0,Hiit,26.0,2.9,3.0,Beginner,15.19,17,0.4138,0.4594,0.6378,0.6242,0.3372,0.2675,0.4338,0.3293,0.3898,0.457,0.4742,0.3491,0.4689,0.4617
29.0,,48.9,1.7,194.0,145.0,55.0,1.12,487.0,Cardio,33.9,2.2,5.0,Intermediate,28.96,23,0.8494,0.7192,0.6651,0.8003,0.3304,0.4243,0.7454,0.2955,0.2782,0.6834,0.6305,0.3259,0.7117,0.5147
50.0,Female,76.4,1.54,172.0,133.0,71.0,1.3,1311.0,Strength,25.2,2.1,3.0,Beginner,33.64,14,0.3499,0.469,0.5266,0.4928,0.2623,0.7027,0.3467,0.4949,0.5043,0.3755,0.3066,0.4833,0.3525,0.3508
49.0,Female,95.6,1.67,164.0,134.0,74.0,1.71,466.0,Cardio,26.0,1.8,3.0,Intermediate,14.67,27,0.6593,0.7888,0.7709,0.7279,0.1716,0.457,0.6713,0.2033,0.342,0.6699,0.5709,0.2677,0.6706,0.527
25.0,Female,85.1,1.98,185.0,148.0,58.0,1.29,785.0,Yoga,22.5,3.5,4.0,Beginner,14.37,14,0.4514,0.5867,0.5544,0.4808,0.4305,0.2792,0.4496,0.3858,0.3686,0.4551,0.506,0.3758,0.504,0.5176
34.0,Female,72.9,1.71,164.0,122.0,73.0,1.78,432.0,Hiit,27.8,1.5,2.0,Intermediate,20.67,28,0.6201,0.7331,0.593,0.778,0.2672,0.4639,0.642,0.262,0.3879,0.6139,0.5428,0.3231,0.6153,0.4686
30.0,Female,42.2,1.63,177.0,134.0,74.0,2.0,685.0,Yoga,26.4,3.7,3.0,Intermediate,28.27,19,0.6679,0.5867,0.8359,0.6397,0.2047,0.3941,0.567,0.2997,0.4852,0.5995,0.5818,0.334,0.6248,0.6022
49.0,Male,40.0,1.76,193.0,124.0,72.0,1.3,1196.0,Cardio,11.2,2.2,4.0,Intermediate,16.86,20,0.7011,0.6726,0.797,0.7293,0.1949,0.3446,0.6276,0.1844,0.3235,0.6497,0.5955,0.2542,0.6668,0.5075
18.0,Male,51.8,1.58,164.0,164.0,51.0,0.84,1110.0,Cardio,25.8,3.5,3.0,Advanced,16.04,21,0.8251,0.9071,0.9834,0.8237,0.0213,0.0999,0.8395,0.0598,0.0652,0.8388,0.854,0.0623,0.8236,0.5576
22.0,Male,64.6,2.0,196.0,137.0,73.0,0.85,704.0,Hiit,21.4,2.5,3.0,Advanced,22.43,26,0.859,0.9467,0.7773,0.7737,0.0576,0.1312,0.7989,0.11,0.0624,0.8019,0.7658,0.0883,0.8082,0.4625
47.0,Male,66.5,1.79,193.0,155.0,51.0,0.69,1656.0,,24.0,2.8,5.0,Beginner,16.95,13,0.5716,0.7133,0.679,0.4933,0.3916,0.4977,0.5945,0.346,0.3545,0.548,0.542,0.3831,0.5431,0.4394
54.0,Male,55.2,1.8,168.0,137.0,55.0,2.0,1472.0,Hiit,27.0,3.1,4.0,Intermediate,23.47,21,0.8306,0.695,0.7839,0.6467,0.1603,0.5233,0.7396,0.2076,0.4547,0.6712,0.6432,0.3057,0.6929,0.6407
49.0,Female,105.3,1.83,165.0,150.0,70.0,1.53,699.0,Strength,31.4,3.7,3.0,Beginner,39.35,20,0.4237,0.6862,0.4071,0.4915,0.3121,0.7661,0.3972,0.5377,0.5219,0.4293,0.3558,0.5022,0.4227,0.3936
18.0,Male,74.1,1.76,170.0,135.0,62.0,1.24,1214.0,Cardio,13.7,2.5,3.0,Intermediate,13.25,15,0.742,0.8028,0.6788,0.7808,0.1663,0.2581,0.7614,0.1767,0.2245,0.7044,0.6561,0.1996,0.7076,0.4933
46.0,Female,40.0,1.75,170.0,142.0,63.0,0.96,919.0,Cardio,22.3,2.4,4.0,Intermediate,12.41,17,0.6545,0.7432,0.8612,0.8003,0.2045,0.4061,0.6828,0.2027,0.246,0.6874,0.6253,0.2557,0.6706,0.4795
18.0,Male,91.1,1.76,197.0,162.0,59.0,1.52,1362.0,Cardio,28.8,3.4,3.0,Beginner,14.34,20,0.4895,0.5863,0.6404,0.6679,0.446,0.4815,0.5111,0.3314,0.4031,0.5081,0.5097,0.4091,0.5082,0.4918
21.0,Female,49.2,1.64,177.0,164.0,53.0,0.58,1114.0,Hiit,23.3,2.9,3.0,Beginner,23.08,11,0.522,0.5987,0.4005,0.4672,0.265,0.5909,0.4709,0.3109,0.3857,0.4393,0.4521,0.3757,0.4029,0.3034
48.0,Female,40.0,1.77,180.0,127.0,54.0,1.48,1460.0,Hiit,27.2,2.4,5.0,Advanced,18.51,33,0.7819,0.935,0.8842,0.8982,0.0452,0.2715,0.7958,0.0431,0.2227,0.8182,0.7901,0.1184,0.8628,0.6441
48.0,Female,60.0,1.92,165.0,140.0,72.0,2.0,1751.0,Hiit,11.1,1.5,2.0,Intermediate,32.68,21,0.7562,0.6608,0.63,0.7573,0.3024,0.3536,0.6651,0.3826,0.4572,0.63,0.5392,0.3636,0.6534,0.5349
44.0,Male,56.1,1.68,191.0,152.0,69.0,1.8,1223.0,Strength,15.4,2.6,4.0,Intermediate,17.28,20,0.625,0.7277,0.7519,0.794,0.197,0.5107,0.6358,0.1701,0.3749,0.646,0.586,0.2859,0.6668,0.5794
51.0,Male,65.8,1.62,191.0,169.0,74.0,1.36,1073.0,Hiit,28.2,3.5,2.0,Beginner,21.21,14,0.4552,0.5343,0.5735,0.5366,0.3248,0.7302,0.5028,0.3931,0.5045,0.4448,0.4104,0.4674,0.3887,0.3687
45.0,Male,59.5,1.61,194.0,121.0,55.0,1.3,741.0,Cardio,24.5,2.0,4.0,Advanced,21.71,23,0.7577,0.9542,0.9762,0.8893,0.1593,0.2242,0.8093,0.112,0.1782,0.8309,0.8119,0.1496,0.8496,0.5851
58.0,Male,73.5,1.93,175.0,169.0,61.0,1.45,1019.0,Hiit,14.0,2.7,2.0,Intermediate,14.74,16,0.822,0.869,0.761,0.6637,0.1832,0.2314,0.7982,0.227,0.2288,0.7374,0.6959,0.2076,0.7299,0.5349
18.0,Female,52.1,1.73,183.0,135.0,74.0,1.4,1141.0,Cardio,23.9,3.1,3.0,Beginner,12.32,11,0.6285,0.7319,0.7165,0.6334,0.2885,0.2966,0.6221,0.2968,0.3321,0.6161,0.5627,0.2971,0.6164,0.4959
59.0,Female,60.6,1.92,180.0,168.0,55.0,1.46,1046.0,,24.6,2.0,3.0,Advanced,30.51,20,0.8773,0.935,0.8154,0.7758,0.1545,0.3782,0.805,0.2585,0.2577,0.7921,0.7233,0.237,0.7974,0.5496
20.0,Female,104.3,1.79,197.0,158.0,72.0,1.3,933.0,Strength,23.4,3.2,2.0,Advanced,16.4,24,0.8082,0.7537,0.8175,0.8524,0.0436,0.1959,0.7678,0.0763,0.2572,0.753,0.7219,0.1362,0.744,0.5005
39.0,Female,65.3,1.61,187.0,141.0,74.0,1.69,1783.0,Hiit,30.3,3.4,3.0,Advanced,21.86,19,0.9156,0.8256,0.7713,0.8731,0.1886,0.3262,0.8699,0.1863,0.2581,0.7871,0.7419,0.2244,0.8048,0.5767
52.0,Male,47.8,1.79,168.0,144.0,68.0,0.95,715.0,Cardio,27.3,2.4,5.0,Advanced,17.21,26,0.8868,0.968,0.8805,0.9386,0.181,0.1286,0.858,0.0799,0.0467,0.8615,0.8089,0.1051,0.9024,0.5939
18.0,Female,51.1,1.83,180.0,130.0,57.0,1.05,939.0,Strength,17.0,3.0,3.0,Intermediate,16.85,14,0.8161,0.5946,0.6848,0.8576,0.2128,0.3081,0.7397,0.1523,0.2747,0.6679,0.6541,0.2423,0.6558,0.4544
34.0,Male,62.5,1.87,185.0,167.0,73.0,0.96,1353.0,Cardio,29.6,2.3,4.0,Beginner,31.91,17,0.4353,0.538,0.4206,0.5868,0.4505,0.4435,0.4074,0.4592,0.3582,0.4187,0.3844,0.439,0.4447,0.3963
59.0,Female,57.4,1.56,190.0,156.0,72.0,1.15,813.0,Cardio,18.5,2.7,3.0,Intermediate,25.59,17,0.7311,0.7828,0.5914,0.6014,0.1877,0.4006,0.6607,0.2196,0.254,0.6281,0.58,0.2527,0.6304,0.4371
37.0,Male,108.7,1.55,163.0,122.0,68.0,1.19,1104.0,Strength,26.9,1.6,4.0,Intermediate,26.23,15,0.7371,0.853,0.6452,0.7375,0.2587,0.4058,0.7174,0.2903,0.255,0.6854,0.6047,0.2859,0.7014,0.4748
41.0,Female,40.0,1.6,164.0,143.0,73.0,1.52,727.0,Yoga,23.5,3.4,5.0,Intermediate,15.53,17,0.7255,0.8684,0.7212,0.6404,0.2224,0.5065,0.6864,0.228,0.2927,0.677,0.6104,0.2824,0.7131,0.5841
23.0,Male,90.0,1.58,172.0,164.0,60.0,0.78,682.0,Strength,25.0,3.2,4.0,Beginner,12.32,14,0.7351,0.5539,0.4859,0.5262,0.3177,0.6336,0.5971,0.3217,0.4506,0.5052,0.4497,0.4149,0.4795,0.3711
28.0,Female,91.6,1.68,191.0,128.0,59.0,0.68,1783.0,Yoga,19.1,2.6,2.0,Intermediate,12.48,19,0.6245,0.7869,0.804,0.7841,0.253,0.116,0.6904,0.1851,0.197,0.693,0.6886,0.1928,0.6652,0.3898
48.0,Female,84.1,1.69,187.0,136.0,56.0,1.68,758.0,Strength,22.2,2.3,3.0,Advanced,16.11,23,0.8046,0.7665,0.8708,0.8616,0.1365,0.2977,0.7388,0.1062,0.2982,0.753,0.7246,0.1936,0.7718,0.5836
43.0,Female,57.8,1.57,190.0,142.0,56.0,1.39,698.0,Strength,21.3,1.6,4.0,Beginner,20.73,20,0.6345,0.5713,0.4248,0.7493,0.1854,0.571,0.5743,0.202,0.4056,0.5274,0.4743,0.3249,0.5315,0.4506
55.0,Female,100.0,1.63,183.0,155.0,74.0,2.0,1256.0,Cardio,10.5,2.4,3.0,Intermediate,12.32,17,0.7125,0.6167,0.8409,0.5947,0.1744,0.3012,0.6061,0.2428,0.446,0.6208,0.5655,0.2819,0.6545,0.6175
30.0,Female,61.9,1.55,181.0,150.0,72.0,1.93,1117.0,Hiit,27.1,3.6,3.0,Intermediate,12.32,25,0.8458,0.7602,0.6307,0.7748,0.2805,0.5538,0.7495,0.2136,0.3846,0.6804,0.5939,0.3266,0.6914,0.5462
19.0,Male,58.6,1.64,187.0,135.0,66.0,1.18,1564.0,Yoga,10.0,3.4,3.0,Intermediate,21.91,20,0.6929,0.7198,0.6568,0.8552,0.2716,0.1634,0.719,0.1943,0.1785,0.6741,0.6952,0.2137,0.6922,0.5049
21.0,Male,80.8,1.8,195.0,137.0,64.0,1.1,1285.0,Cardio,29.8,2.7,3.0,Advanced,21.28,17,0.9208,0.9035,0.9361,0.9479,0.1262,0.131,0.866,0.067,0.1048,0.866,0.839,0.1032,0.8649,0.5383
21.0,Female,42.7,1.81,166.0,139.0,71.0,1.42,1044.0,Cardio,26.0,3.2,3.0,Advanced,12.32,26,0.9459,0.9087,0.8676,0.8223,0.1084,0.1168,0.8351,0.1134,0.1746,0.8357,0.7833,0.1198,0.8617,0.588
29.0,Male,60.9,1.86,191.0,152.0,60.0,1.79,1108.0,Strength,31.5,1.5,4.0,Advanced,42.08,28,0.7549,0.7552,0.7229,0.7844,0.1824,0.5038,0.6286,0.4012,0.4189,0.673,0.5688,0.354,0.7165,0.5565
40.0,Male,78.8,1.7,176.0,169.0,63.0,1.78,1179.0,Strength,21.1,1.9,2.0,Beginner,17.55,18,0.5046,0.4438,0.4048,0.6238,0.3336,0.475,0.4979,0.2848,0.508,0.4263,0.403,0.3957,0.4322,0.4666
37.0,Female,85.3,1.69,162.0,136.0,71.0,1.49,859.0,Hiit,22.8,3.4,4.0,Intermediate,19.95,24,0.7263,0.5884,0.7621,0.6604,0.2816,0.426,0.6602,0.2481,0.3788,0.6071,0.5894,0.328,0.627,0.5589
47.0,Female,84.8,1.58,180.0,157.0,54.0,0.83,940.0,Cardio,26.3,1.9,5.0,Intermediate,17.99,22,0.7928,0.6734,0.7055,0.605,0.1835,0.1715,0.6993,0.2363,0.2367,0.6473,0.6456,0.2192,0.6887,0.538
43.0,Male,57.4,1.69,166.0,143.0,66.0,1.14,775.0,Strength,23.7,3.3,3.0,Beginner,13.31,18,0.601,0.5146,0.5952,0.5232,0.277,0.2893,0.5582,0.2733,0.3947,0.5015,0.4993,0.3168,0.5029,0.4578
33.0,Male,40.0,1.81,189.0,157.0,71.0,1.32,1298.0,Hiit,20.1,3.4,2.0,Advanced,16.68,17,0.9435,0.7691,0.9059,0.8464,0.0775,0.3077,0.8437,0.1073,0.2468,0.8007,0.7444,0.1732,0.7702,0.5031
